post_url,comment_id,platform,author,comment_text,date,views,sentiment
https://x.com/BanyuSadewa/status/2099794900716028215,2099870668255039923,X/Twitter,BanyuSadewa,Dan di hari itu juga : PURBAYA DICOPOT! 😂😂😂,1789483155000,13915,
https://x.com/BanyuSadewa/status/2099794900716028215,2099889097347379672,X/Twitter,BebekDukuhAtas,@BanyuSadewa bagi kalendernya dong kk https://t.co/ySx3VDY0mt,1789487549000,5723,
https://x.com/BanyuSadewa/status/2099794900716028215,2099884598478131518,X/Twitter,seHarryan,@BanyuSadewa Jd inget tgl 14 Feb 2024..eh beneran kejadian 😂😂 https://t.co/QB5fyMk9Dv,1789486476000,9132,
https://x.com/BanyuSadewa/status/2099794900716028215,2099891377194852498,X/Twitter,collectmimiu,@BanyuSadewa Inituh bisa dilihat by digital gaksi wkwk,1789488093000,3870,
https://x.com/BanyuSadewa/status/2099794900716028215,2099897701479690324,X/Twitter,ayiwangi,@BanyuSadewa haha tggl gw nikah pas bgt sama tggl baik. ajaibnya bnrn baikk. pdhl nyari tgglnya lewat tangglan jawa,1789489600000,2627,
https://x.com/BanyuSadewa/status/2099794900716028215,2099914408495562786,X/Twitter,tsaprilia27,@BanyuSadewa Kalender sinarmas ga ada yg dalam bentuk pdf lah? Kalo ada bolehkah ku memintanya gaes. Terima kasih 😊,1789493584000,1153,
https://x.com/BanyuSadewa/status/2099794900716028215,2099832209704464450,X/Twitter,dinaalang,@BanyuSadewa Dimana gue bisa dapat kalender ini? Wkwk,1789473986000,10115,
https://x.com/BanyuSadewa/status/2099794900716028215,2099894469751714127,X/Twitter,wildflower__jpg,"@BanyuSadewa awal th 2025 coba download file nya, ga pernah dibuka. ibu gw meninggal tgl 20 oktober tuh, 2 bln kemudian gw ga sengaja buka tu file, penasaran lah cek2 tgl penting termasuk hari ibu meninggal, ada FUNERAL anjrit di tanggal itu, AJAIB😭😭😭😭😭😭😭😭😭😭😭",1789488830000,4616,
https://x.com/BanyuSadewa/status/2099794900716028215,2099882136060981342,X/Twitter,cawrolllina,"@BanyuSadewa abis ngasih crush kado di unlucky day, ampe skrg dia kaga muncu2",1789485889000,2097,
https://x.com/BanyuSadewa/status/2099794900716028215,2099891244357066770,X/Twitter,bodengsusu,@BanyuSadewa Jadi pengen full kalendernya bang 🫴🏻,1789488061000,1067,
https://x.com/BanyuSadewa/status/2099794900716028215,2099808578798498218,X/Twitter,jeffreysantio,@BanyuSadewa Tgl 14 kita juga ada Menkeu baru,1789468352000,5507,
https://x.com/BanyuSadewa/status/2099794900716028215,2099873997894905986,X/Twitter,raka_minho,"@BanyuSadewa gue mau cukur aja kalo ga ngepas sama hair cutting day, minimal tanggalnya ijo atau merah, bang",1789483949000,5112,
https://x.com/BanyuSadewa/status/2099794900716028215,2099886891864822154,X/Twitter,HoppanGGgg1,@BanyuSadewa gamau percaya tapi iyalagi anjir,1789487023000,1247,
https://x.com/BanyuSadewa/status/2099794900716028215,2099893461847859656,X/Twitter,rckmzk,@BanyuSadewa Mau dong kalendernya,1789488590000,527,
https://x.com/BanyuSadewa/status/2099794900716028215,2099878110678380956,X/Twitter,mathkkot,@BanyuSadewa Ngakak bgt ih. Pas bgt besok g m jelong2.,1789484930000,1402,
https://x.com/BanyuSadewa/status/2099794900716028215,2099877982571831352,X/Twitter,daffana,@BanyuSadewa Ehhhh ada digitalnya ini tanggalan? Di manakah,1789484899000,3175,
https://x.com/bersuwara_/status/2099745304937636237,2099764552435126331,X/Twitter,bersuwara_,"maudy ayunda pasti beli pulshie juga ngga nyari diskonan njir

karna kita bukan maudy jadi NIH GW KASIH TAU PULSHIE HIRONO LAGI DISKON UP TO 70% JADI SEGINIAN DOANG HARGANYA😭😭😭 BURUUU https://t.co/awIvUaD3LS",1789457855000,3806,
https://x.com/bersuwara_/status/2099745304937636237,2099774953851847130,X/Twitter,bIuebIeu,@bersuwara_ Boro boro mandi air anget. Gw mau ngidupin Sanyo aja pake dipancing dulu 🙂‍↔️,1789460335000,1273,
https://x.com/bersuwara_/status/2099745304937636237,2099750609880580129,X/Twitter,konoholicx,@bersuwara_ ya kan akhirnya malah blunder sendiri sama kata-katanya,1789454531000,1701,
https://x.com/bersuwara_/status/2099745304937636237,2099746442139300098,X/Twitter,yuliakoxi,@bersuwara_ Hahahaha... real2... malahan ada yang harus ke sungai kering dulu buat dapetin air.,1789453537000,1479,
https://x.com/bersuwara_/status/2099745304937636237,2099760842212299217,X/Twitter,undertheregime,@bersuwara_ Air tempatku udah anget soalnya kena terik kemarau sama kebakaran lahan,1789456971000,3032,
