url,platform,account_name,followers,date_posted,description,content_type,views,likes,replies,retweet/repost
https://x.com/onlyone1private/status/2099999024694857868,Twitter/X,onlyone1private,,Tue Sep 15 23:09:18 +0000 2026,udah ada di titik maudy ayunda di rujak,tweet,2,,0,
https://x.com/ninauoc/status/2099998937335902238,Twitter/X,ninauoc,,Tue Sep 15 23:08:57 +0000 2026,"@kepaIasuku Penting tapi yaa biasa aja, kek maudy ayunda pendidikan nya bagus tapi ga punya empati sama aja",tweet,6,,0,
https://x.com/baymaxsad/status/2099993742677815544,Twitter/X,baymaxsad,,Tue Sep 15 22:48:18 +0000 2026,maudy ayunda bener-bener lagi dibahas SATU INDONESIA ya….,tweet,365,,0,
https://x.com/ngrthehe/status/2099993352200720630,Twitter/X,ngrthehe,,Tue Sep 15 22:46:45 +0000 2026,@GusDikaOfficial udah di masa seorang maudy ayunda  nyewa buzzer. wkkwkw gk kepikiran blas,tweet,51,,0,
https://x.com/mediokere/status/2099993286895436172,Twitter/X,mediokere,,Tue Sep 15 22:46:30 +0000 2026,4 kata lucu: Maudy Ayunda pakai buzzer,tweet,31,,0,
https://x.com/gimbot75/status/2099992688233947625,Twitter/X,gimbot75,,Tue Sep 15 22:44:07 +0000 2026,@hope_emak iya Maudy Ayunda bosen dengar berita bencana,tweet,72,,0,
https://x.com/Youssefsherifff/status/2099988424417771739,Twitter/X,Youssefsherifff,,Tue Sep 15 22:27:10 +0000 2026,"SEDANG TRENDING FULL VIDEO SKANDAL BKP INDO

1. Mama Muda
https://t.co/yOUCccARGn

2. Syakirah
https://t.co/DsDXDTJxva

3. Siswi SMA Gatel
https://t.co/58B2T73ehq

Grok Threads VCS Selasa Malam Rabu Tidur Pagii Maudy Ayunda cabang musabaqoh strategi atasi kemiskinan https://t.co/6yPXYzpyRW",tweet,106,,0,
https://x.com/Pushpasari/status/2099983636846297109,Twitter/X,Pushpasari,,Tue Sep 15 22:08:09 +0000 2026,"Selamat Pagi !

Tipped Maudy Ayunda Real Madrid",tweet,78,,0,
https://x.com/Consider_myname/status/2099981873871307072,Twitter/X,Consider_myname,,Tue Sep 15 22:01:09 +0000 2026,"The Maudy Ayunda drama is the biggest nothingburger I've ever seen. I watched the full video expecting to find what she did wrong.

But apparently, nothing? She even says you shouldn't remain ignorant and the video was simply aimed at people who want to detox from social media.",tweet,77,,1,
https://x.com/IntanAyuArimbi/status/2099979441594384436,Twitter/X,IntanAyuArimbi,,Tue Sep 15 21:51:29 +0000 2026,"Subdit IV Dittipidnarkoba Bareskrim Polri resmi menyerahkan 10 tersangka kasus narkoba &amp; barang bukti (Tahap II) ke JPU Kejari Samarinda pada Selasa (15/9/2026).
@DivHumas_Polri 

Liverpool Purbaya Maudy Ayunda Sepi https://t.co/s76y3qaihF",tweet,225,,1,
